"date","station","location","typ","taxa","abundance","bb"
"2021-05-21","STCB2",10,"sav","Halodule wrightii","<1%",0
"2021-05-21","STCB2",10,"sav","Syringodium filiforme","<1%",0
"2021-05-21","STCB2",10,"sav","Ruppia maritima","<1%",0
"2021-05-21","STCB2",10,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB2",10,"sav","Halophila decipiens","<1%",0
"2021-05-21","STCB2",20,"mcr","Red","1-5%",1
"2021-05-21","STCB2",20,"mcr","Green","<1%",0
"2021-05-21","STCB2",20,"mcr","Brown","<1%",0
"2021-05-21","STCB2",20,"mcr","Cyanobacteria","<1%",0
"2021-05-21","STCB2",20,"sav","Thalassia testudinum","51-75%",4
"2021-05-21","STCB2",20,"sav","Halodule wrightii","1-5%",1
"2021-05-21","STCB2",20,"sav","Syringodium filiforme","<1%",0
"2021-05-21","STCB2",20,"sav","Ruppia maritima","<1%",0
"2021-05-21","STCB2",20,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB2",20,"sav","Halophila decipiens","<1%",0
"2021-05-21","STCB2",30,"mcr","Red","6-25%",2
"2021-05-21","STCB2",30,"mcr","Green","<1%",0
"2021-05-21","STCB2",30,"mcr","Brown","<1%",0
"2021-05-21","STCB2",30,"mcr","Cyanobacteria","<1%",0
"2021-05-21","STCB2",30,"sav","Thalassia testudinum","51-75%",4
"2021-05-21","STCB2",30,"sav","Halodule wrightii","<1%",0
"2021-05-21","STCB2",30,"sav","Syringodium filiforme","26-50%",3
"2021-05-21","STCB2",30,"sav","Ruppia maritima","<1%",0
"2021-05-21","STCB2",30,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB2",30,"sav","Halophila decipiens","<1%",0
"2021-05-21","STCB2",40,"mcr","Red","1-5%",1
"2021-05-21","STCB2",40,"mcr","Green","<1%",0
"2021-05-21","STCB2",40,"mcr","Brown","<1%",0
"2021-05-21","STCB2",40,"mcr","Cyanobacteria","<1%",0
"2021-05-21","STCB2",40,"sav","Thalassia testudinum","6-25%",2
"2021-05-21","STCB2",40,"sav","Halodule wrightii","26-50%",3
"2021-05-21","STCB2",40,"sav","Syringodium filiforme","<1%",0
"2021-05-21","STCB2",40,"sav","Ruppia maritima","<1%",0
"2021-05-21","STCB2",40,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB2",40,"sav","Halophila decipiens","<1%",0
"2021-05-21","STCB2",50,"mcr","Red","51-75%",4
"2021-05-21","STCB2",50,"mcr","Green","<1%",0
"2021-05-21","STCB2",50,"mcr","Brown","<1%",0
"2021-05-21","STCB2",50,"mcr","Cyanobacteria","<1%",0
"2021-05-21","STCB2",50,"sav","Thalassia testudinum","6-25%",2
"2021-05-21","STCB2",50,"sav","Halodule wrightii","<1%",0
"2021-05-21","STCB2",50,"sav","Syringodium filiforme","51-75%",4
"2021-05-21","STCB2",50,"sav","Ruppia maritima","<1%",0
"2021-05-21","STCB2",50,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB2",50,"sav","Halophila decipiens","<1%",0
"2021-05-21","STCB3",0,"mcr","Red","<1%",0
"2021-05-21","STCB3",0,"mcr","Green","<1%",0
"2021-05-21","STCB3",0,"mcr","Brown","<1%",0
"2021-05-21","STCB3",0,"mcr","Cyanobacteria","<1%",0
"2021-05-21","STCB3",0,"sav","Thalassia testudinum","1-5%",1
"2021-05-21","STCB3",0,"sav","Halodule wrightii","<1%",0
"2021-05-21","STCB3",0,"sav","Syringodium filiforme","51-75%",4
"2021-05-21","STCB3",0,"sav","Ruppia maritima","<1%",0
"2021-05-21","STCB3",0,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB3",0,"sav","Halophila decipiens","<1%",0
"2021-05-21","STCB3",10,"mcr","Red","<1%",0
"2021-05-21","STCB3",10,"mcr","Green","6-25%",2
"2021-05-21","STCB3",10,"mcr","Brown","<1%",0
"2021-05-21","STCB3",10,"mcr","Cyanobacteria","<1%",0
"2021-05-21","STCB3",10,"sav","Thalassia testudinum","6-25%",2
"2021-05-21","STCB3",10,"sav","Halodule wrightii","<1%",0
"2021-05-21","STCB3",10,"sav","Syringodium filiforme","26-50%",3
"2021-05-21","STCB3",10,"sav","Ruppia maritima","<1%",0
"2021-05-21","STCB3",10,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB3",10,"sav","Halophila decipiens","<1%",0
"2021-05-21","STCB3",20,"mcr","Red","1-5%",1
"2021-05-21","STCB3",20,"mcr","Green","1-5%",1
"2021-05-21","STCB3",20,"mcr","Brown","<1%",0
"2021-05-21","STCB3",20,"mcr","Cyanobacteria","<1%",0
"2021-05-21","STCB3",20,"sav","Thalassia testudinum","6-25%",2
"2021-05-21","STCB3",20,"sav","Halodule wrightii","<1%",0
"2021-05-21","STCB3",20,"sav","Syringodium filiforme","26-50%",3
"2021-05-21","STCB3",20,"sav","Ruppia maritima","<1%",0
"2021-05-21","STCB3",20,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB3",20,"sav","Halophila decipiens","<1%",0
"2021-05-21","STCB3",30,"mcr","Red","6-25%",2
"2021-05-21","STCB3",30,"mcr","Green","6-25%",2
"2021-05-21","STCB3",30,"mcr","Brown","<1%",0
"2021-05-21","STCB3",30,"mcr","Cyanobacteria","<1%",0
"2021-05-21","STCB3",30,"sav","Thalassia testudinum","6-25%",2
"2021-05-21","STCB3",30,"sav","Halodule wrightii","<1%",0
"2021-05-21","STCB3",30,"sav","Syringodium filiforme","26-50%",3
"2021-05-21","STCB3",30,"sav","Ruppia maritima","1-5%",1
"2021-05-21","STCB3",30,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB3",30,"sav","Halophila decipiens","<1%",0
"2021-05-21","STCB3",40,"mcr","Red","1-5%",1
"2021-05-21","STCB3",40,"mcr","Green","26-50%",3
"2021-05-21","STCB3",40,"mcr","Brown","<1%",0
"2021-05-21","STCB3",40,"mcr","Cyanobacteria","<1%",0
"2021-05-21","STCB3",40,"sav","Thalassia testudinum","26-50%",3
"2021-05-21","STCB3",40,"sav","Halodule wrightii","<1%",0
"2021-05-21","STCB3",40,"sav","Syringodium filiforme","<1%",0
"2021-05-21","STCB3",40,"sav","Ruppia maritima","<1%",0
"2021-05-21","STCB3",40,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB3",40,"sav","Halophila decipiens","<1%",0
"2021-05-21","STCB3",50,"mcr","Red","<1%",0
"2021-05-21","STCB3",50,"mcr","Green","6-25%",2
"2021-05-21","STCB3",50,"mcr","Brown","<1%",0
"2021-05-21","STCB3",50,"mcr","Cyanobacteria","<1%",0
"2021-05-21","STCB3",50,"sav","Thalassia testudinum","26-50%",3
"2021-05-21","STCB3",50,"sav","Halodule wrightii","1-5%",1
"2021-05-21","STCB3",50,"sav","Syringodium filiforme","<1%",0
"2021-05-21","STCB3",50,"sav","Ruppia maritima","<1%",0
"2021-05-21","STCB3",50,"sav","Halophila engelmannii","<1%",0
"2021-05-21","STCB3",50,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5a",100,"mcr","Red","6-25%",2
"2021-05-24","S3T5a",100,"mcr","Green","<1%",0
"2021-05-24","S3T5a",100,"mcr","Brown","<1%",0
"2021-05-24","S3T5a",100,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T5a",100,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T5a",100,"sav","Halodule wrightii","6-25%",2
"2021-05-24","S3T5a",100,"sav","Syringodium filiforme","<1%",0
"2021-05-24","S3T5a",100,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5a",100,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5a",100,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5a",110,"mcr","Red","76-100%",5
"2021-05-24","S3T5a",110,"mcr","Green","<1%",0
"2021-05-24","S3T5a",110,"mcr","Brown","<1%",0
"2021-05-24","S3T5a",110,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T5a",110,"sav","Thalassia testudinum","6-25%",2
"2021-05-24","S3T5a",110,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5a",110,"sav","Syringodium filiforme","<1%",0
"2021-05-24","S3T5a",110,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5a",110,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5a",110,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5a",120,"mcr","Red","<1%",0
"2021-05-24","S3T5a",120,"mcr","Green","<1%",0
"2021-05-24","S3T5a",120,"mcr","Brown","<1%",0
"2021-05-24","S3T5a",120,"mcr","Cyanobacteria","26-50%",3
"2021-05-24","S3T5a",120,"sav","Thalassia testudinum","6-25%",2
"2021-05-24","S3T5a",120,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5a",120,"sav","Syringodium filiforme","<1%",0
"2021-05-24","S3T5a",120,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5a",120,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5a",120,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5a",130,"mcr","Red","<1%",0
"2021-05-24","S3T5a",130,"mcr","Green","<1%",0
"2021-05-24","S3T5a",130,"mcr","Brown","<1%",0
"2021-05-24","S3T5a",130,"mcr","Cyanobacteria","76-100%",5
"2021-05-24","S3T5a",130,"sav","Thalassia testudinum","6-25%",2
"2021-05-24","S3T5a",130,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5a",130,"sav","Syringodium filiforme","<1%",0
"2021-05-24","S3T5a",130,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5a",130,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5a",130,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5a",140,"mcr","Red","<1%",0
"2021-05-24","S3T5a",140,"mcr","Green","<1%",0
"2021-05-24","S3T5a",140,"mcr","Brown","<1%",0
"2021-05-24","S3T5a",140,"mcr","Cyanobacteria","76-100%",5
"2021-05-24","S3T5a",140,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T5a",140,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5a",140,"sav","Syringodium filiforme","6-25%",2
"2021-05-24","S3T5a",140,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5a",140,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5a",140,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5a",150,"mcr","Red","<1%",0
"2021-05-24","S3T5a",150,"mcr","Green","<1%",0
"2021-05-24","S3T5a",150,"mcr","Brown","<1%",0
"2021-05-24","S3T5a",150,"mcr","Cyanobacteria","26-50%",3
"2021-05-24","S3T5a",150,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T5a",150,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5a",150,"sav","Syringodium filiforme","51-75%",4
"2021-05-24","S3T5a",150,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5a",150,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5a",150,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5b",250,"mcr","Red","6-25%",2
"2021-05-24","S3T5b",250,"mcr","Green","<1%",0
"2021-05-24","S3T5b",250,"mcr","Brown","<1%",0
"2021-05-24","S3T5b",250,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T5b",250,"sav","Thalassia testudinum","76-100%",5
"2021-05-24","S3T5b",250,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5b",250,"sav","Syringodium filiforme","<1%",0
"2021-05-24","S3T5b",250,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5b",250,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5b",250,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5b",260,"mcr","Red","<1%",0
"2021-05-24","S3T5b",260,"mcr","Green","<1%",0
"2021-05-24","S3T5b",260,"mcr","Brown","<1%",0
"2021-05-24","S3T5b",260,"mcr","Cyanobacteria","6-25%",2
"2021-05-24","S3T5b",260,"sav","Thalassia testudinum","51-75%",4
"2021-05-24","S3T5b",260,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5b",260,"sav","Syringodium filiforme","26-50%",3
"2021-05-24","S3T5b",260,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5b",260,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5b",260,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5b",270,"mcr","Red","<1%",0
"2021-05-24","S3T5b",270,"mcr","Green","<1%",0
"2021-05-24","S3T5b",270,"mcr","Brown","<1%",0
"2021-05-24","S3T5b",270,"mcr","Cyanobacteria","6-25%",2
"2021-05-24","S3T5b",270,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T5b",270,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5b",270,"sav","Syringodium filiforme","76-100%",5
"2021-05-24","S3T5b",270,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5b",270,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5b",270,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5b",280,"mcr","Red","1-5%",1
"2021-05-24","S3T5b",280,"mcr","Green","<1%",0
"2021-05-24","S3T5b",280,"mcr","Brown","<1%",0
"2021-05-24","S3T5b",280,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T5b",280,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T5b",280,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5b",280,"sav","Syringodium filiforme","<1%",0
"2021-05-24","S3T5b",280,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5b",280,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5b",280,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5b",290,"mcr","Red","26-50%",3
"2021-05-24","S3T5b",290,"mcr","Green","<1%",0
"2021-05-24","S3T5b",290,"mcr","Brown","<1%",0
"2021-05-24","S3T5b",290,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T5b",290,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T5b",290,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5b",290,"sav","Syringodium filiforme","26-50%",3
"2021-05-24","S3T5b",290,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5b",290,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5b",290,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T5b",300,"mcr","Red","51-75%",4
"2021-05-24","S3T5b",300,"mcr","Green","<1%",0
"2021-05-24","S3T5b",300,"mcr","Brown","<1%",0
"2021-05-24","S3T5b",300,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T5b",300,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T5b",300,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T5b",300,"sav","Syringodium filiforme","6-25%",2
"2021-05-24","S3T5b",300,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T5b",300,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T5b",300,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6a",100,"mcr","Red","6-25%",2
"2021-05-24","S3T6a",100,"mcr","Green","<1%",0
"2021-05-24","S3T6a",100,"mcr","Brown","<1%",0
"2021-05-24","S3T6a",100,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6a",100,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6a",100,"sav","Halodule wrightii","26-50%",3
"2021-05-24","S3T6a",100,"sav","Syringodium filiforme","<1%",0
"2021-05-24","S3T6a",100,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6a",100,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6a",100,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6a",110,"mcr","Red","51-75%",4
"2021-05-24","S3T6a",110,"mcr","Green","<1%",0
"2021-05-24","S3T6a",110,"mcr","Brown","<1%",0
"2021-05-24","S3T6a",110,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6a",110,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6a",110,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6a",110,"sav","Syringodium filiforme","51-75%",4
"2021-05-24","S3T6a",110,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6a",110,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6a",110,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6a",120,"mcr","Red","76-100%",5
"2021-05-24","S3T6a",120,"mcr","Green","<1%",0
"2021-05-24","S3T6a",120,"mcr","Brown","<1%",0
"2021-05-24","S3T6a",120,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6a",120,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6a",120,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6a",120,"sav","Syringodium filiforme","76-100%",5
"2021-05-24","S3T6a",120,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6a",120,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6a",120,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6a",130,"mcr","Red","76-100%",5
"2021-05-24","S3T6a",130,"mcr","Green","<1%",0
"2021-05-24","S3T6a",130,"mcr","Brown","<1%",0
"2021-05-24","S3T6a",130,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6a",130,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6a",130,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6a",130,"sav","Syringodium filiforme","51-75%",4
"2021-05-24","S3T6a",130,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6a",130,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6a",130,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6a",140,"mcr","Red","76-100%",5
"2021-05-24","S3T6a",140,"mcr","Green","<1%",0
"2021-05-24","S3T6a",140,"mcr","Brown","<1%",0
"2021-05-24","S3T6a",140,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6a",140,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6a",140,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6a",140,"sav","Syringodium filiforme","26-50%",3
"2021-05-24","S3T6a",140,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6a",140,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6a",140,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6a",150,"mcr","Red","51-75%",4
"2021-05-24","S3T6a",150,"mcr","Green","<1%",0
"2021-05-24","S3T6a",150,"mcr","Brown","<1%",0
"2021-05-24","S3T6a",150,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6a",150,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6a",150,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6a",150,"sav","Syringodium filiforme","26-50%",3
"2021-05-24","S3T6a",150,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6a",150,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6a",150,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6b",250,"mcr","Red","76-100%",5
"2021-05-24","S3T6b",250,"mcr","Green","<1%",0
"2021-05-24","S3T6b",250,"mcr","Brown","<1%",0
"2021-05-24","S3T6b",250,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6b",250,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6b",250,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6b",250,"sav","Syringodium filiforme","51-75%",4
"2021-05-24","S3T6b",250,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6b",250,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6b",250,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6b",260,"mcr","Red","6-25%",2
"2021-05-24","S3T6b",260,"mcr","Green","<1%",0
"2021-05-24","S3T6b",260,"mcr","Brown","<1%",0
"2021-05-24","S3T6b",260,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6b",260,"sav","Thalassia testudinum","1-5%",1
"2021-05-24","S3T6b",260,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6b",260,"sav","Syringodium filiforme","51-75%",4
"2021-05-24","S3T6b",260,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6b",260,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6b",260,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6b",270,"mcr","Red","51-75%",4
"2021-05-24","S3T6b",270,"mcr","Green","<1%",0
"2021-05-24","S3T6b",270,"mcr","Brown","<1%",0
"2021-05-24","S3T6b",270,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6b",270,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6b",270,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6b",270,"sav","Syringodium filiforme","26-50%",3
"2021-05-24","S3T6b",270,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6b",270,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6b",270,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6b",280,"mcr","Red","6-25%",2
"2021-05-24","S3T6b",280,"mcr","Green","<1%",0
"2021-05-24","S3T6b",280,"mcr","Brown","<1%",0
"2021-05-24","S3T6b",280,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6b",280,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6b",280,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6b",280,"sav","Syringodium filiforme","76-100%",5
"2021-05-24","S3T6b",280,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6b",280,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6b",280,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6b",290,"mcr","Red","6-25%",2
"2021-05-24","S3T6b",290,"mcr","Green","<1%",0
"2021-05-24","S3T6b",290,"mcr","Brown","<1%",0
"2021-05-24","S3T6b",290,"mcr","Cyanobacteria","1-5%",1
"2021-05-24","S3T6b",290,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6b",290,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6b",290,"sav","Syringodium filiforme","51-75%",4
"2021-05-24","S3T6b",290,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6b",290,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6b",290,"sav","Halophila decipiens","<1%",0
"2021-05-24","S3T6b",300,"mcr","Red","26-50%",3
"2021-05-24","S3T6b",300,"mcr","Green","<1%",0
"2021-05-24","S3T6b",300,"mcr","Brown","<1%",0
"2021-05-24","S3T6b",300,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S3T6b",300,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S3T6b",300,"sav","Halodule wrightii","<1%",0
"2021-05-24","S3T6b",300,"sav","Syringodium filiforme","6-25%",2
"2021-05-24","S3T6b",300,"sav","Ruppia maritima","<1%",0
"2021-05-24","S3T6b",300,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S3T6b",300,"sav","Halophila decipiens","<1%",0
"2021-05-24","S4T1c",0,"mcr","Red","<1%",0
"2021-05-24","S4T1c",0,"mcr","Green","<1%",0
"2021-05-24","S4T1c",0,"mcr","Brown","<1%",0
"2021-05-24","S4T1c",0,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S4T1c",0,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S4T1c",0,"sav","Halodule wrightii","<1%",0
"2021-05-24","S4T1c",0,"sav","Syringodium filiforme","<1%",0
"2021-05-24","S4T1c",0,"sav","Ruppia maritima","<1%",0
"2021-05-24","S4T1c",0,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S4T1c",0,"sav","Halophila decipiens","<1%",0
"2021-05-24","S4T1c",10,"mcr","Red","76-100%",5
"2021-05-24","S4T1c",10,"mcr","Green","<1%",0
"2021-05-24","S4T1c",10,"mcr","Brown","<1%",0
"2021-05-24","S4T1c",10,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S4T1c",10,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S4T1c",10,"sav","Halodule wrightii","<1%",0
"2021-05-24","S4T1c",10,"sav","Syringodium filiforme","76-100%",5
"2021-05-24","S4T1c",10,"sav","Ruppia maritima","<1%",0
"2021-05-24","S4T1c",10,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S4T1c",10,"sav","Halophila decipiens","<1%",0
"2021-05-24","S4T1c",20,"mcr","Red","76-100%",5
"2021-05-24","S4T1c",20,"mcr","Green","<1%",0
"2021-05-24","S4T1c",20,"mcr","Brown","<1%",0
"2021-05-24","S4T1c",20,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S4T1c",20,"sav","Thalassia testudinum","6-25%",2
"2021-05-24","S4T1c",20,"sav","Halodule wrightii","<1%",0
"2021-05-24","S4T1c",20,"sav","Syringodium filiforme","51-75%",4
"2021-05-24","S4T1c",20,"sav","Ruppia maritima","<1%",0
"2021-05-24","S4T1c",20,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S4T1c",20,"sav","Halophila decipiens","<1%",0
"2021-05-24","S4T1c",30,"mcr","Red","51-75%",4
"2021-05-24","S4T1c",30,"mcr","Green","<1%",0
"2021-05-24","S4T1c",30,"mcr","Brown","<1%",0
"2021-05-24","S4T1c",30,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S4T1c",30,"sav","Thalassia testudinum","1-5%",1
"2021-05-24","S4T1c",30,"sav","Halodule wrightii","<1%",0
"2021-05-24","S4T1c",30,"sav","Syringodium filiforme","76-100%",5
"2021-05-24","S4T1c",30,"sav","Ruppia maritima","<1%",0
"2021-05-24","S4T1c",30,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S4T1c",30,"sav","Halophila decipiens","<1%",0
"2021-05-24","S4T1c",40,"mcr","Red","76-100%",5
"2021-05-24","S4T1c",40,"mcr","Green","<1%",0
"2021-05-24","S4T1c",40,"mcr","Brown","<1%",0
"2021-05-24","S4T1c",40,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S4T1c",40,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S4T1c",40,"sav","Halodule wrightii","<1%",0
"2021-05-24","S4T1c",40,"sav","Syringodium filiforme","26-50%",3
"2021-05-24","S4T1c",40,"sav","Ruppia maritima","<1%",0
"2021-05-24","S4T1c",40,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S4T1c",40,"sav","Halophila decipiens","<1%",0
"2021-05-24","S4T1c",50,"mcr","Red","<1%",0
"2021-05-24","S4T1c",50,"mcr","Green","<1%",0
"2021-05-24","S4T1c",50,"mcr","Brown","<1%",0
"2021-05-24","S4T1c",50,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S4T1c",50,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S4T1c",50,"sav","Halodule wrightii","<1%",0
"2021-05-24","S4T1c",50,"sav","Syringodium filiforme","<1%",0
"2021-05-24","S4T1c",50,"sav","Ruppia maritima","<1%",0
"2021-05-24","S4T1c",50,"sav","Halophila engelmannii","<1%",0
"2021-05-24","S4T1c",50,"sav","Halophila decipiens","<1%",0
"2021-05-24","S4T2a",0,"mcr","Red","<1%",0
"2021-05-24","S4T2a",0,"mcr","Green","1-5%",1
"2021-05-24","S4T2a",0,"mcr","Brown","<1%",0
"2021-05-24","S4T2a",0,"mcr","Cyanobacteria","<1%",0
"2021-05-24","S4T2a",0,"sav","Thalassia testudinum","<1%",0
"2021-05-24","S4T2a",0,"sav","Halodule wrightii","<1%",0
