"station","lng","lat"
"7th Avenue Pier (Pass-a-Grille Channel)",-82.73603,27.68724
"Egmont Key; 2.1 mi E of (Lower Tampa Bay)",-82.72623,27.58547
"Flotilla Drive; canal N of (Lower Tampa Bay)",-82.71167,27.5149
"South Skyway Fishing Pier; 1.7 mi SW of (Lower Tampa Bay)",-82.67245,27.58994
"Bay Vista Park Pier (Middle Tampa Bay)",-82.63979,27.70364
"Little Bayou Pier (Middle Tampa Bay)",-82.6334,27.71844
"War Veterans Memorial Park (Boca Ciega Bay)",-82.7746,27.80192
"Apollo Beach Preserve (Middle Tampa Bay)",-82.4182,27.7934
"Boca Ciega Isle; N of (Boca Ciega Bay)",-82.72878,27.72711
"Bert and Walter Williams Pier; E of (Boca Ciega Bay)",-82.70334,27.73689
"Ft. DeSoto Fishing Pier (Lower Tampa Bay)",-82.7254,27.61538
"Manbirtee Key; 1.4 mi W of (Lower Tampa Bay)",-82.597,27.6432
"Snake Key; 2.9 mi NW of (Middle Tampa Bay)",-82.57224,27.70051
"Mariposa Key; 2.5 mi NW of (Lower Tampa Bay)",-82.597,27.6432
"Sand Key; 3.8 mi W of (Middle Tampa Bay)",-82.55467,27.73426
"Venetian Isles canal (Middle Tampa Bay)",-82.5982,27.81598
"Weedon Island Kayak Launch (Bayou Grande)",-82.611,27.84406
"Bert and Walter William Pier (Boca Ciega Bay)",-82.70649,27.73651
"Madeira Bay Marina (Boca Ciega Bay)",-82.78515,27.78854
"Terra Ceia Point; 2.5 mi W of (Lower Tampa Bay)",-82.701,27.552
"South Skyway Fishing Pier; 1.7 mi SW of (Lower Tampa Bay)",-82.6724,27.5899
"Pine Key; 1.7 mi SE of (Tampa Bay)",-82.41821,27.7934
"Eda Key; 1.1 mi W of (Lower Tampa Bay)",-82.6525,27.5726
"Apollo Beach Preserve (Middle Tampa Bay)",-82.4182,27.79344
"Snake Key; 2.9 mi NW of (Middle Tampa Bay)",-82.5722,27.7005
"Sand Key; 3.8 mi W of (Middle Tampa Bay)",-82.5547,27.7343
"Mariposa Key; 2.5 mi NW of (Lower Tampa Bay)",-82.6141,27.6228
"Beacon Shores Street; W of (Old Tampa Bay)",-82.53867,27.88157
"Gandy Bridge; N of (Old Tampa Bay)",-82.58313,27.89258
"Gulf to Bay Boulevard; S of (Old Tampa Bay)",-82.65205,27.94953
"Coffee Pot Bayou",-82.6264,27.79313
"Snake Key; 2.9 mi NW of (Middle Tampa Bay)",-82.5547,27.7343
"Sunken Island; 1.3 mi NE of (Hillsborough Bay)",-82.42918,27.864
"Apollo Beach Nature Preserve (Middle Tampa Bay)",-82.41821,27.7934
"Coquina Key Park; N of (Big Bayou)",-82.63063,27.73982
"Williams Pier; S of (Boca Ciega Bay)",-82.70676,27.72983
"Seagull Drive South; S of (Boca Ciega Bay)",-82.73213,27.74655
"Snell Isle; 2.3 mi SE of (Middle Tampa Bay)",-82.5796,27.7724
"Picnic Island Park; 1.3 mi SW of (Old Tampa Bay)",-82.5667,27.8322
"Palonis Park; W of (Old Tampa Bay)",-82.5547,27.8886
"Howard Franklin Bridge; S of (Old Tampa Bay)",-82.5781,27.921
"Howard Franklin Bridge; 1.5 mi NW of (Old Tampa Bay)",-82.6026,27.9465
"Apollo Beach Nature Preserve (Middle Tampa Bay)",-82.41818,27.79343
"Veterans Park Pier",-82.70646,27.73621
"Fort DeSoto Bay Pier (Lower Tampa Bay)",-82.72534,27.61548
"7th Avenue Pier (Pass-A-Grille Channel)",-82.73599,27.68743
"Sun Isle Drive Northeast; canal S of",-82.63627,27.85907
"San Martin Boulevard NE Bridge (Riviera Bay)",-82.62468,27.85134
"Rowlett Park; canal S of",-82.43125,28.02325
"Snell Isle Boulevard NE; E of (Coffee Pot Bayou)",-82.62632,27.79235
"Veterans Park Pier (Boca Ciega Bay)",-82.70646,27.73621
"Mullet Key; Bay Pier (Lower Tampa Bay)",-82.72534,27.61548
"Mullet Key Bay Pier; W of (Lower Tampa Bay)",-82.72975,27.61423
"Apollo Beach Nature Preserve (Middle Tampa Bay)",-82.41823,27.79339
"Smacks Bayou",-82.60856,27.80433
"Snell Isle Boulevard NE; E of (Coffee Pot Bayou)",-82.6263,27.7924
"7th Avenue Pier (Pass-A-Grille Channel)",-82.736,27.6874
"Veterans Park Pier (Boca Ciega Bay)",-82.7065,27.7362
"St. Petersburg Pier; S of (Middle Tampa Bay)",-82.62309,27.77297
"MacDill Air Force Base; 1.7 mi S of (Middle Tampa Bay)",-82.53934,27.81378
"Gandy Bridge; S of (Old Tampa Bay)",-82.55205,27.8864
"Howard Frankland Bridge; N of (Old Tampa Bay)",-82.58795,27.9283
"Howard Frankland Bridge; 1.2 mi NW of (Old Tampa Bay)",-82.59757,27.94326
"Apollo Beach Nature Preserve (Middle Tampa Bay)",-82.41819,27.79344
"7th Avenue Pier (Pass-a-Grille Channel)",-82.736,27.6874
"MacDill AFB; 1.7 mi S of (Middle Tampa Bay)",-82.51122,27.80307
"MacDill AFB; 1.4 mi S of (Middle Tampa Bay)",-82.52213,27.8127
"MacDill AFB; SW of (Middle Tampa Bay)",-82.54403,27.82252
"Apollo Beach Nature Preserve (Middle Tampa Bay)",-82.41824,27.7934
"Apollo Beach Nature Preserve (Middle Tampa Bay)",-82.41824,27.79343
"Mullet Key; Bay Pier",-82.72532,27.6154
"Kingfish Boat Ramp (Anna Maria Sound)",-82.70228,27.4977
"Luau Lane Pier; W of (Cockroach Bay)",-82.49677,27.6825
"Cotanchobee Fort Brooke Park (Garrison Channel)",-82.45205,27.94102
"Apollo Beach Preserve; E of (Middle Tampa Bay)",-82.40802,27.7901
"Beacon Pass; N of (Middle Tampa Bay)",-82.53268,27.67865
"Apollo Beach Nature preserve (Middle Tampa Bay)",-82.41824,27.7934
"Apollo Beach Nature Preserve (Middle Tampa Bay)",-82.41822,27.79338
"Clambar Bayou; W of (Terra Ceia Bay)",-82.62843,27.53948
"Manatee Bridge",-82.5636,27.5036
"Passage Key shipping channel, buoy 4",-82.6695,27.5354
"Tampa Bay, buoy 3D and 4D",-82.5453,27.7104
"Skyway Channel, buoy 3B and 4B",-82.6115,27.6504
"Skyway Channel, buoy 1A",-82.6671,27.616
"Manatee River, mouth",-82.654,27.5284
"Tampa Bay Channel 4",-82.6412,27.6261
"Manatee River and US 41",-82.5639,27.5015
"Don CeSar boat ramp, bayside",-82.7356,27.7074
"Fort DeSoto boat ramp",-82.7193,27.6455
"Cats Point, Pinellas County",-82.6994,27.7211
"Skyway Bridge, small bridge, Manatee side",-82.6206,27.5865
"Shore Acres, Coffee Pot Bridge",-82.6265,27.7922
"Shore Acres, Smack''s Bayou Bridge",-82.609,27.8023
"Riviera Bay",-82.6143,27.8437
"Smack''s Bayou, Pinellas",-82.6104,27.8058
"Courtney Campbell Causeway, West side of bridge",-82.6249,27.9697
"Johns Pass, canal S of",-82.7673,27.7788
"Howard Franklin Bridge, first bridge from West side",-82.6419,27.8972
"Ninth Avenue South, #7801",-82.7474,27.7582
"Treasure Island Causeway, West side",-82.764,27.7716
"E2, Incidental",-82.7337,27.5735
"Shore Acres Blvd, Canal near Horseshoe Place",-82.6163,27.8111
"Kansas Island, NE side of Grand Canal",-82.5969,27.8146
"Kansas Island, SW side of Grand Canal",-82.5965,27.8138
"Mullet Key, 1 mi.West of South end",-82.7233,27.61
"FMRI/FIO Harbor",-82.63375,27.76082
"Mullet Key,  off East Beach, bottom sample",-82.69085,27.63263
"Teco, Big Bend",-82.46363,27.94898
"Teco, Big Bend Discharge",-82.402,27.793
"Big Bend Channel, TECO",-82.42252,27.80787
"Big Bend Channel, TECO",-82.4225,27.8079
"Paradise Island, 1.6 miles NW of, Lower Tampa Bay",-82.6314,27.5907
"Joe Island, 0.57 miles NW of",-82.6055,27.632
"Joe Island, SW tip, Joe Bay",-82.60051,27.58763
"Two Brothers Island, SW of",-82.5869,27.59166
"Big Island, 1.5 mi N of, Old Tampa Bay",-82.6391,27.932
"Cunningham Key, S of, Mullet Key Bayou",-82.72145,27.64922
"Conception Key, NE of, Lower Tampa Bay",-82.68505,27.6468
"Mead Point (Tampa Bay)",-82.68395,27.51477
"Mullet Key; Bay Pier (Lower Tampa Bay)",-82.7255,27.6155
"Coquina Key; 1.4 mi E of (Tampa Bay)",-82.60472,27.74111
"Albert Whitted Airport; 1.4 mi E of (Tampa Bay)",-82.60111,27.77
"Johns Pass; 1.58 mi NW of (Tampa Bay)",-82.59805,27.74806
"St. Petersburg Pier; 1.56 mi W of (Tampa Bay)",-82.59583,27.77333
"St. Petersburg Pier; E of (Tampa Bay)",-82.60222,27.77222
"Coquina Key; E of (Tampa Bay)",-82.60416,27.74222
"Johns Pass; 1.73 mi NE of (Tampa Bay)",-82.59555,27.74667
"St. Pete Pier; 1.08 mi SE of (Tamap Bay)",-82.60416,27.77111
"Albert Whitted Airport; 2.7 mi E of (Tampa Bay)",-82.58166,27.75472
"Albert Whitted Airport; 1.4 mi E of (Tampa Bay)",-82.60138,27.76639
"Gandy Bridge",-82.57098,27.88154
"Gandy Bridge; west span (Tampa Bay)",-82.58382,27.87732
"Gandy Bridge; S of (Tampa Bay)",-82.57985,27.87903
"Bishop Harbor",-82.56552,27.60808
"TECO discharge canal",-82.41386,27.79332
"Green Key",-82.40782,27.82057
"Indian Key; N of",-82.68772,27.70888
"Capri Boulevard; N of (Boca Ciega Bay)",-82.76887,27.78353
"37th Avenue; E of (McPherson Bayou)",-82.73645,27.7133
"6th Street East; E of (Boca Ciega Bay)",-82.76893,27.78352
"Capri Boulevard; E of (Boca Ciega Bay)",-82.76282,27.78613
"Tom Stuart Causeway; SE of (Boca Ciega Bay)",-82.79222,27.8061
"Eleanor Island; N of (Boca Ciega Bay)",-82.77569,27.78887
"Boardwalk Place; E of (Boca Ciega Bay)",-82.7802,27.78615
"Flora Wylie Park",-82.62242,27.78755
NA,-82.78193,27.7824
"Passage Key; 1.9 mi E of (Lower Tampa Bay)",-82.71225,27.55172
"Passage Key; 1.6 mi NE of (Lower Tampa Bay)",-82.7232,27.56957
"Passage Key; 1.5 mi NE of (Lower Tampa Bay)",-82.7232,27.5695
"Anna Maria Island Rod and Reel Pier; N of (Lower Tampa Bay)",-82.74025,27.54257
"Spring Avenue; NE of (Lower Tampa Bay)",-82.72825,27.53518
"Jacaranda Road; N (Passage Key Inlet)",-82.74165,27.5405
"South Albany Avenue; NE of (Hillsborough Bay)",-82.47875,27.92732
"South Howard Avenue; S of (Hillsborough Bay)",-82.48294,27.9248
"Curtis Hixon Waterfront Park (Hillsborough River)",-82.46307,27.94901
"Sunken Island; W of (Hillsborough Bay)",-82.43442,27.84648
"E.G. Simmons Regional Park; 1.6 mi N of (Tampa Bay)",-82.48644,27.76758
"Curtis Dixon Dog Park; SE of (Hillsborough River)",-82.46307,27.94901
"Emerson Point Preserve; N of (Terra Ceia Bay)",-82.63266,27.54236
"17th Street West; W of (Manatee River)",-82.64939,27.53276
"Williams Park Boat Ramp (Alafia River)",-82.38443,27.85978
"Apollo Beach Preserve (Tampa Bay)",-82.41943,27.79283
"123rd Avenue Boat Ramp (Boca Ceiga Bay)",-82.77845,27.77895
"Joe Island; N of (Tampa Bay)",-82.597,27.599
"Horseshoe Key; N of (Tampa Bay)",-82.5824,27.5958
"Regal Drive; W of (ICW)",-82.84667,27.865
"48th Avenue South; canal N of",-82.68345,27.72586
"38th Street South; canal N of",-82.68378,27.72909
"Manatee County Port Authority; W of (Tampa Bay)",-82.5708,27.6259
"Harbor Key; S of (Bishop Harbor)",-82.56462,27.60934
"Maximo Marina; canal NW of",-82.68345,27.72586
"42nd Avenue South; canal S of",-82.68378,27.72909
"38th Street South; canal N of (Boca Ciega Bay)",-82.68378,27.72909
"38th Street S; canal N of (Boca Ciega Bay)",-82.68378,27.72909
"Maximo Marina; canal W of",-82.68353,27.72437
"42nd Avenue S; canal S of",-82.68378,27.72909
"46th Avenue S; canal S of",-82.68345,27.72586
"49th Avenue S; canal N of",-82.68355,27.72438
"Dog Leg Key; SW of (Boca Ciega Bay)",-82.76525,27.79653
"38th St. South, canal N of (Boca Ciega Bay)",-82.68378,27.72909
"48th Ave South; canal N of (Boca Ciega Bay)",-82.68345,27.72586
"38th Street South, canal N of (Boca Ciega Bay)",-82.68378,27.72909
"48th Avenue South, canal N of (Boca Ciega Bay)",-82.68345,27.72586
"Kitchen Key; NE of (Bishop Harbor)",-82.5627,27.6078
"Mariposa Key; N of (Lower Tampa Bay)",-82.573,27.6094
"Maximo Marina; canal W of (Boca Ciega Bay)",-82.6835,27.7244
"22nd Avenue Northeast; N of (Coffeepot Bayou)",-82.62889,27.79261
"23rd Avenue Northeast; NE of (Coffeepot Bayou)",-82.63117,27.79372
"48th Avenue South; canal S of",-82.6835,27.72452
"38th Street South., canal N of (Boca Ciega Bay)",-82.68378,27.72909
"Bird Key; SW of (Terra Ceia Bay)",-82.61238,27.54878
"Emerson Point; W of (Manatee River)",-82.65842,27.53135
"46th Avenue South; canal N of (Boca Ciega Bay)",-82.68378,27.72909
"46th Avenue South; canal S of (Boca Ciega Bay)",-82.68345,27.72586
"48th Avenue South; canal S of (Boca Ciega Bay)",-82.68353,27.72437
"Bishop Harbor Boat Launch; N of",-82.5518,27.604
"Two Brothers Islands; NW of (Lower Tampa Bay)",-82.588,27.595
"Pass-a-Grille North Channel",-82.73833,27.67783
"Johns Pass",-82.78083,27.78383
"126th Avenue; NE of (Boca Ciega Bay)",-82.7675,27.787
"Treasure Island Causeway; S of (Boca Ciega Bay)",-82.75383,27.76983
"Corey Causeway; W of (Boca Ciega Bay)",-82.749,27.74617
"58th Street South; S of (Boca Ciega Bay)",-82.71233,27.73017
"ONeils Marina; W of (Lower Tampa Bay)",-82.68283,27.70733
"Little Bird Key; N of (Lower Tampa Bay)",-82.7175,27.686
"Alfonso Street; W of (Little McPherson Bayou)",-82.73533,27.70667
"Madonna Boulevard; W of (Pass-a-Grille Channel)",-82.72936,27.69169
"Fourth Palm Point Street; NE of (Boca Ciega Bay)",-82.73963,27.74047
"Madonna Boulevard (Pass-a-Grille Channel)",-82.72932,27.69171
"4th Palm Point Street; E of (Boca Ciega Bay)",-82.73962,27.74049
"Egmont Key; SE of (Lower Tampa Bay)",-82.7495,27.5705
"Pinellas Point; 2.6 mi SE of (Lower Tampa Bay)",-82.61117,27.67383
"Canton Street South; S of (Lower Tampa Bay)",-82.67283,27.701
"1st Street East; S of (Lower Tampa Bay)",-82.71967,27.68917
"Maximo Marina; canal W of (Boca Ciega Bay)",-82.68353,27.7244
"Maximo Marina; canal W of (Boca Ciega Bay)",-82.6835,27.72432
"Shore Drive South; E of (Boca Ciega Bay)",-82.73583,27.75083
"38th Street South; canal S of (Boca Ciega Bay)",-82.68345,27.72586
"Phillipe Park Boat Ramp (Safety Harbor)",-82.68243,28.01396
"Shell Key, N of (Pass-a-Grille North Channel)",-82.73821,27.67781
"Pass-A-Grille Way; E of (Pass-A-Grille Channel)",-82.7351,27.68824
"Pass-a-Grille Channel",-82.73957,27.67639
"Dents Channel; S end of",-82.72759,27.67761
"Blind Pass and 78th Ave.",-82.7558,27.743
"Corey Causeway",-82.7457,27.7462
"Tampa Bay",-82.5566,27.7243
"Mullet Key, South end",-82.7356,27.6101
"Anna Maria isl, USFWS A24",-82.7033,27.5283
"Johns Pass, 2nd Channel NE of",-82.7645,27.7994
"Blind Pass, St. Pete Beach, North of bridge",-82.7616,27.758
"Blind Pass, St. Pete Beach, 0.25 mi SE of bridge",-82.7599,27.7519
"Blind Pass, 1st cut West side, going South",-82.7608,27.7499
"Blind Pass, 1st cut on East side",-82.7559,27.7458
"Upham Fill",-82.7467,27.74
"Don CeSar and Vina Del Mar, Cut between",-82.7288,27.7084
"Blind Pass, 1st cut East side",-82.7467,27.7458
"Capri isl, NE fFinger",-82.7667,27.7867
"Treasure isl, 6th Street Canal",-82.7696,27.7848
"Pass-A-Grille channel, mkr 10",-82.7321,27.6812
"Pass-A-Grille channel, mkr 8",-82.7394,27.6781
"Pass-A-Grille channel, mkr 18",-82.7012,27.6918
"SW Channel, 250 yds South of Egmont Key",-82.7581,27.5753
"Capri isl, NE finger",-82.7667,27.7867
"Pinellas Point, ship''s channel off of",-82.6328,27.6958
"Port Tampa, off",-82.5552,27.861
"Ballast Point",-82.4786,27.8899
"Smack''s Bayou, Pinellas, off",-82.6034,27.7991
"Ballast Point, pier",-82.479,27.8876
"McKay Bay, NE of 22nd Causeway",-82.4227,27.9351
"Port Sutton",-82.4288,27.9038
"Pinellas Point, 2 mi East",-82.5997,27.7043
"Hillsborough Bay",-82.4419,27.878
"Alafia River, mouth",-82.3993,27.8538
"Tierra Verde Bridge, East of",-82.7143,27.6921
"St. Pete Beach, 59th Ave.",-82.7336,27.7385
"FPC Turnaround Channel",-82.5951,27.8617
"Courtney Campbell Causeway, 0.5 mi South of East side",-82.6207,27.9624
"Main ship channel head, W of Black Point",-82.4357,27.9033
"Rocky Point, 0.5 mi South",-82.5713,27.9534
"Shore Acres, 3963 Bayshore Blvd. NE",-82.6009,27.8073
"Al Lang Stadium, St. Petersburg",-82.627,27.7703
"Gandy Bridge, 1 mi South and 0.5 mi offshore",-82.5873,27.8601
"Little Bayou, Coquina Key area",-82.6337,27.7212
"Tampa Bay ship channel, East of split",-82.548,27.7874
"Gandy Spoil area",-82.5954,27.8739
"Little Manatee River, 2 mi W",-82.5245,27.7162
"Gandy Bridge, 0.25 mi North of West side",-82.5839,27.8841
"Mac Dill Channel, E of",-82.4508,27.8547
"Little Manatee River, 1 mi W",-82.5055,27.7166
"MacDill Channel, W of",-82.483,27.8612
"MacDill, 1 mi South",-82.514,27.8124
"St. James Apartments",-82.753,27.7717
"Perico Island",-82.6862,27.5001
"St. Petersburg, Dali Museum",-82.6362,27.7604
"Manatee County, San Remo area",-82.5749,27.5004
"Terra Ceia Bay, mouth",-82.6337,27.5442
"Mullet Key, North Beach",-82.7418,27.6447
"Skyway Channel, mkr 13",-82.6828,27.661
"Egmont Key, 3 mi South",-82.7083,27.6091
"Pinellas Point, 4 mi South",-82.6495,27.6434
"Pinellas Point, 2 mi SE",-82.6247,27.7029
"just inside Skyway 12/21/79",-82.6576,27.6192
"CUTOFF TO BAYBORO HARBOR 12/21/79",-82.6093,27.6945
"Skyway Channel, mkr 9 and 10",-82.682,27.6521
"Mullet Key, bay pier, 0.25 mi off",-82.7257,27.6117
"Mead Point",-82.683,27.514
"Tampa Bay, SW of Range mkr",-82.6562,27.5995
"Tampa Bay, mouth, off",-82.7293,27.5833
"MacDill AFB, S of",-82.5042,27.823
"Miguel Bay, Eastern extent",-82.5895,27.5725
"Key Royale Bar, mkr 64",-82.7024,27.5312
"Passage Key Inlet",-82.745,27.5451
"Bunces Pass, 1999 site",-82.7163,27.6504
"Anna Maria isl, SR 64, 1999",-82.6949,27.4968
"Anna Maria isl, Passage Key Inlet, 1999",-82.7392,27.5385
"Johns Pass",-82.8202,27.833
"Tampa Bay, off",-82.7225,27.5928
"Tampa Bay, off",-82.6075,27.669
"Tampa Bay near Marker 1",-82.6426,27.54137
"Mouth of Terra Ceia Bay",-82.62012,27.54422
"Middle of Terra Ceia Bay",-82.58907,27.54648
"Terra Ceia Bay",-82.5893,27.5496
"Tampa Bay near mouth Terra Ceia Bay",-82.6216,27.5433
"Tampa Bay near mouth Terra Ceia Bay",-82.6423,27.5414
"FTA01",-82.72098,27.58684
"FTA154",-82.73719,27.60619
"FTA155",-82.68775,27.61426
"Mouth of Manatee River",-82.64178,27.54122
"Middle of Terra Ceia Bay",-82.5904,27.55077
"Station Number 93",-82.7441,27.5789
"Station Number 92",-82.6868,27.5737
"Station Number 21",-82.5639,27.6625
"Station Number 19",-82.5432,27.6932
"Station Number 91",-82.6415,27.6279
"Station Number 90",-82.5915,27.626
"ECOHAB synoptic station A",-82.61516,27.75916
"ECOHAB synoptic station B",-82.60857,27.68187
"ECOHAB synoptic station C",-82.65869,27.62057
"Tampa Bay, lower, ICWW mkr 63",-82.7033,27.5301
"Gulfport, offshore",-82.6859,27.6749
"Old Tampa Bay",-82.6865,27.9343
"Old Tampa Bay",-82.6696,27.9389
"Old Tampa Bay",-82.6895,27.9371
"Cabbage Key",-82.7288,27.6772
"DOTGOM6 UW",-82.73107,27.60227
"DOTGOM6 UW",-82.75398,27.5704
"FMRI Dock",-82.6338,27.7608
"172",-82.69192,27.51208
"173",-82.69192,27.51208
"Port of Tampa; Eastern Terminal",-82.42184,27.91804
"Port of Tampa; Hooker''s Point East",-82.42841,27.91453
"Bishop Harbor Ulva 4",-82.5586,27.6108
"Bishop Harbor Ulva 1",-82.55544,27.60636
"Bishop Harbor Ulva 2",-82.5563,27.6075
"Bishop Harbor Ulva 3",-82.55901,27.60806
"Port Manatee SERF Lab",-82.57,27.6422
"Old Tampa Bay, COT42",-82.65133,27.94417
"Skyway Bridge",-82.6564,27.6199
"Skyway Bridge",-82.66135,27.61993
"Anna Maria isl, ICWW #63",-82.7033,27.5301
"Skyway Bridge",-82.67452,27.61565
"Serf pump station",-82.5587,27.6391
"Serf shore",-82.5722,27.6389
"Serf pump station B",-82.5587,27.6391
"Tampa Bay 3 mid depth",-82.5765,27.6108
"Tampa Bay 2 surface",-82.7238,27.5833
"Tampa Bay 5 bottom",-82.5271,27.7419
"Tampa Bay 1 surface",-82.6924,27.6124
"Tampa Bay 1 bottom",-82.6924,27.6124
"Tampa Bay 4 bottom",-82.5914,27.6635
"Tampa Bay 2 bottom",-82.7238,27.5833
"Tampa Bay 4 surface",-82.5914,27.6635
"Tampa Bay 5 surface",-82.5271,27.7419
"Pinellas Co, offshore surface",-82.73585,27.58063
"Pinellas Co, offshore bottom",-82.73585,27.58063
"Big Bayou",-82.55667,27.73418
"Tampa Bay - Station 3",-82.84333,27.85806
"Tampa Bay - Station 6",-82.51252,27.78675
"Tampa Bay - Station 4",-82.55505,27.69455
"Tampa Bay - Station 2",-82.70695,27.71833
"Tampa Bay - Station 5",-82.52838,27.73805
"S. of Howard Frankland Bridge along West Shore Tampa Side",-82.56072,27.91185
"Tampa Bay shipping channel station 6 surface",-82.61328,27.69522
"Tampa Bay Shipping Channel Station 1 bottom",-82.71463,27.60478
"Tampa Bay Shipping Channel Station 6 surface",-82.5159,27.78818
"Tampa Bay Shipping Channel Station 3 surface",-82.59948,27.66152
"Tampa Bay Shipping Channel Station 2 bottom",-82.62545,27.63223
"Tampa Bay Shipping Channel Station 5 surface",-82.5281,27.73772
"Tampa Bay Shipping Channel Station 3 bottom",-82.59948,27.66152
"Tampa Bay Shipping Channel Station 5 bottom",-82.5281,27.73772
"Hillsborough Bay bottom",-82.4431,27.88175
"Hillsborough Bay surface",-82.4431,27.88175
"Tampa Bay Shipping Channel Station 1 surface",-82.71463,27.60478
"Tampa Bay Shipping Channel Station 2 surface",-82.62545,27.63223
"Tampa Bay Shipping Channel Station 6 bottom",-82.5159,27.78818
"Tampa Bay Shipping Channel Station 3 surface",-82.5857,27.67763
"Tampa Bay Shipping Channel Station 3 bottom",-82.5857,27.67763
"Tampa Bay Shipping Channel Station 2 surface",-82.62365,27.63338
"Tampa Bay Shipping Channel Station 5 bottom",-82.52795,27.74
"Tampa Bay Shipping Channel Station 1 bottom",-82.7151,27.60513
"Tampa Bay Shipping Channel Station 5 surface",-82.52795,27.74
"Tampa Bay Shipping Channel Station 1 surface",-82.7151,27.60513
"Tampa Bay Shipping Channel Station 2 bottom",-82.62365,27.63338
"Inside Bunces Pass Near Causeway to Ft Desoto",-82.71787,27.65213
"Egmont Key, 0.5 mi SSE of",-82.75495,27.5726
"Egmont Key, 0.5 mi SSE of",-82.7549,27.5726
"Anna Maria Island",-82.7,27.5333
"Anna Maria Island",-82.6833,27.5333
"Terra Ceia Bay, eastern edge of",-82.5799,27.5502
"Skyway Bridge, West, main channel bottom",-82.7164,27.60527
"Pinellas Point, offshore bottom",-82.63878,27.69147
"Skyway Bridge, East, main channel bottom",-82.63147,27.63158
"Pinellas Point, offshore surface",-82.63878,27.69147
"Skyway Bridge, West, main channel surface",-82.7164,27.60527
"Skyway Bridge, East, main channel surface",-82.63147,27.63158
"Gulfport Marina",-82.698,27.73717
"Boca Ciega Bay",-82.72198,27.72318
"TECO Bayside",-82.4226,27.9091
"Mote St.408-6857",-82.5994,27.5478
"Mote St.425-6858",-82.6607,27.5484
"Mote St.400-6859",-82.6298,27.5725
"Mote St.386-6860",-82.6179,27.606
"Mote St.361-6861",-82.5919,27.6286
"Mote St.202-6862",-82.5591,27.6656
"Mote St.460-6871",-82.6854,27.5167
"Mote St.433-6872",-82.6329,27.5209
"Mote St.535-6873",-82.5677,27.5034
"Mote St. 3462",-82.739,27.5491
"Mote St. 7241",-82.6935,27.5219
"East Bay",-82.4245,27.9261
"Hillborough B",-82.4428,27.89
"1 N of 10547",-82.6512,27.5362
"Mote St. 6580",-82.7005,27.5202
"Mote St. 6909",-82.6948,27.5177
"Mote St. 6408",-82.7038,27.5085
"Mote- Hillsborough B",-82.447,27.8967
"Mote-East Bay",-82.4216,27.9222
"Mote - NE  of St.7723",-82.6885,27.4991
"Mote - N. of St. 7729",-82.686,27.5115
"Mote - N. of St. 6081",-82.7068,27.5128
"Mote St. 5435",-82.7159,27.538
"Mote 357 (6943)",-82.5785,27.6497
"Mote 362 (6944)",-82.5774,27.6128
"Mote 396 (6950)",-82.6216,27.5911
"Mote 422 (6591)",-82.6327,27.5574
"Mote 422dupl (6952)",-82.6327,27.5574
"Mote 432 (6953)",-82.6443,27.5432
"Mote 431 (6956)",-82.5978,27.5111
"Mote 452 (6957)",-82.7167,27.5412
"Mote HGS 16 surface replicate",-82.5891,27.9623
"Mote- Hillsborough B",-82.4427,27.8992
"Mote C 15",-82.6394,27.9992
"Mote St. 7027 - 456",-82.6886,27.5322
"Mote St. 7028 - 449",-82.701,27.5459
"Mote St. 7030 - 428",-82.6716,27.5519
"Mote St. 7032 - 421",-82.6526,27.5764
"Mote St. 7035 - 365",-82.6066,27.6124
"Mote St. 7037 - 336",-82.5652,27.6473
"Mote St. 7040 - 405",-82.5872,27.5526
"Mote St. 7041 - 434",-82.6188,27.5173
"Mote St. 7044 - 532",-82.5402,27.5058
"Mote St. 7046 - 435",-82.667,27.5329
"Mote- Hillsborough B - offshore",-82.445,27.7993
"Mote- Hillsborough B - inshore",-82.423,27.791
"Mote- Hillsborough B inside",-82.4283,27.7989
"Mote- Hillsborough B outside",-82.4465,27.7962
"Tampa Bay, shipping channel mkr 23",-82.6947,27.6112
"8 mi W of Anna Maria Island",-82.5305,27.5129
"Gulfport Marina, East Seawall",-82.6948,27.74049
"West of Skyway",-82.71085,27.60732
"East of Skyway",-82.62607,27.63283
"Northweat Port Manatee",-82.59995,27.66083
"Mangrove Point",-82.5283,27.73813
"Tampa Bay Split",-82.516,27.78762
"MRH06N002-surface",-82.7082,27.7082
"MRH06N002-bottom",-82.7082,27.7082
"210 126th Ave E Treasure Island Florida",-82.7744,27.7833
".",-82.593,27.682
"ECO001 replicate",-82.6205,27.8978
"Ammonia St 3 Bullfrog Creek",-82.41807,27.83352
"Mouth of Alafia River",-82.403,27.85245
"TB Channel and Alafia Channel Intersection",-82.44577,27.84535
"Pinellas County; Crisp Park",-82.62276,27.80258
"Lido Key, SW of",-82.62172,27.9951
"Hillsborough County, SEAS Station 931",-82.65028,27.69475
"Hillsborough County, SEAS Station 934",-82.67768,27.691
"Hillsborough County, SEAS Station 875",-82.6502,27.67685
"Hillsborough County, SEAS Station 906",-82.66335,27.67977
"Hillsborough County, SEAS Station 872",-82.67583,27.65972
"6th and 7th Canal, Treasure Island",-82.76903,27.78508
"Howard Franklin Bridge, 0.75 mi S of",-82.59321,27.91453
"3.5 mi E of St Pete Clw Airport",-82.6238,27.93133
